latitude|longitude|address|uuid|alias
-32.2439|148.61068|0 COBRA DUBBO|2d50b62c-dc1c-429a-95bc-574ece32e794|exes-washhouse
-32.24685|148.60921|0 DARLING NR TALBRAGER ST DUBBO|e630b967-e1d3-4b39-9b24-6854b7b8c1f2|coffee-ibuprofen
-32.25442|148.60655|77 Mitchell Hwy Dubbo |22a24239-de55-4246-870f-926bdaf8cfe2|polymer-skater
-32.526512|115.722044|90 MANDURAH OPP SHIRE OFFICES MANDURAH|5b5a5247-d7eb-4d13-8c5a-dc6a9914db98|jaybird-scapegoat
-36.72241|144.31254|582 - 586 NAPIER ST WHITE HILLS VIC 3550 AU|93bb7d97-a99c-479e-924a-dd2e69e34509|dubbed-barterer
-32.524076|115.717979|19 FATHOM MARINA FOOTBRIDGE MANDURAH|a65f1aa3-c6f9-4d64-ba69-2c36b304516d|busily-trapezoid
-32.528707|115.720632|73 MANDURAH OS TOURIST CENTRE  MANDURAH|bb11e5f2-9578-43dd-bc7e-6c3bff23eb8b|awkward-stunning
-36.72948|144.3063|497 NAPIER WHITE HILLS|4381aec8-4d37-4440-ac77-dcf1877d40d4|mocker-refuse
-32.548232|115.730533|1 WATERSIDE NR BOAT RAMP MANDURAH|b9972f03-4e4f-4334-9bb4-89afa3fd1103|suspend-profane
-32.5333|115.721054|10 SMART SCHOLL ST END MANDURAH|26555f71-70e1-45fb-9d7e-88c2597f99af|spring-virtuous
-32.531672|115.719793|0 MANDURAH NR GIBSON ST  MANDURAH|37c3f49d-f9cc-4ccf-b908-e5b39ac564e3|cleaver-unleash
-32.532811|115.719524|33 MANDURAH NR TUCKEY ST|7ac033ab-493f-4ced-905d-6bbaed89a697|kilt-gong
-32.534666|115.720625|26 PINJARRA ADJ CHALLENGE BANK MANDURAH|2ac2e195-6317-4024-92ab-b6d17c26f067|hatbox-bobbing
-32.533386|115.71998|3 SMART MANDURAH|a25c4782-0900-438a-b438-6e512ae5ac51|shelter-animosity
-36.74937|144.29059|19 NOLAN NR NAPIER ST BENDIGO|bb162431-b867-4b2d-b7d6-68932d9df388|ritzy-tiling
-36.771557|144.260755|321 HIGH POST OFFICE GOLDEN SQUARE|1183196c-51a6-4377-b990-e8cd3cf96537|auction-strongman
-36.76081|144.2765|63 HIGH ST BENDIGO VIC 3550 AU|7ebcc396-9f76-4752-ad95-2178dd5839a8|marry-slot
-36.756488|144.28313|118 MCCRAE|3af6f39e-46a3-46c4-8427-b5a1ca8f752b|upstage-cause
-36.75932|144.28145|251 HARGREAVES O/S POST OFFICE|f1c518b7-5bd2-46d2-a541-4667a3c58914|commute-papaya
-36.760793|144.279484|116 Mitchell St Bendigo |79c15aeb-35ad-430b-aa9c-17403a6e34a4|cardinal-skinny
-36.76032|144.28021|307 Hargreaves St, Bendigo , VIC 3550|94bd8c20-3846-4632-ab51-5fc6d7c4aad5|venue-discuss
-36.76152|144.28035|27 QUEEN ST BENDIGO VIC 3550 NR MITCHELL ST|dd6597b6-e228-4b6a-9c70-46993de1dc81|unfunded-bonding
-36.76079|144.28683|65 MUNDY O/S SALVATION ARMY BENDIGO|25677ffe-b18e-4467-8bc6-143296b56d30|shimmy-nullify
-36.765979|144.280398|116 Mitchell St Bendigo |c3907fc9-157d-4669-adea-5c74c6eecb28|barstool-diary
-36.76525|144.28796|137 Williamson St Bendigo |6bb22553-cee0-429b-9e9a-77c9cde38d1f|harmonics-curator
-36.79593|144.24408|124 HIGH POST OFFICE KANGAROO FLAT|b1912473-3664-4799-9284-49b4a474d518|thicket-anew
-36.79748|144.24385|164 HIGH ST,KANGAROO FLAT,VIC,3555,AU|b9187552-c77b-4391-b996-a0402ffc90a3|stimulant-wife
-28.54705|150.30645|88 MARSHALL ST, GOONDIWINDI, QLD 4390|dc20de9a-b450-4481-b72a-6cee21c7f214|raven-improve
-28.54692|150.30711|GOONDWINDI EXCHANG GOONDIWINDI|1ef11b13-35de-4bc5-bb57-5e7ac0bac9d6|cartridge-sleeve
-28.54754|150.31041|138 MARSHALL NEAR GOONDIWINDI|5add4a94-da83-487e-91f1-8a0682ca1d3e|kerosene-scrounger
-32.26127|148.64924|2034	Dubbo East2R WELLINGTON RD, DUBBO NSW|660eb2fd-b746-49af-8f68-86d1117a6624|earlobe-unopposed
-36.81004|144.243479|267 High St Kangaroo Flat |28c64e34-1e81-415a-9d85-208722a02df8|dentist-gravity
-32.553903|115.691985|21 CASUARINA NR HONEYSUCKLE RA HALLS HEAD|5ae770ef-b738-459e-b877-a6129e66cc49|overcome-subsidize
-36.77422|144.30523|134 Condon St Kennington |fea590bd-8237-4116-bb57-52e380d7e651|muck-crane
-36.77401|144.30627|144 CONDON ST KENNINGTON VIC 3550 AU|6b226aa8-b77b-4fdb-809b-324fc5714800|from-province
-28.5467|150.3236|15 CUNNINGHAM HWY GOONDIWINDI QLD 4390|852d5fe1-daad-4cdc-a632-ea48dcf12c3d|exclude-level
-35.81194|145.56697|64 DENILIQUIN OS POST OFFICE TOCUMWAL|8e0fc2d6-494a-4abe-a6d1-88f5cccf2b00|dyslexic-ice
-38.34045|141.60428|160 PERCY ST PORTLAND VIC 3305|8cec5bc8-7d03-4fa6-9234-2a27390e69d0|vending-dismount
-38.34494|141.60401|108 Percy St Portland |e5bd09aa-dbf9-40ce-9d7d-e1dc546a5827|herbal-bogus
-38.34644|141.60344|23 HENTY NR PERCY ST PORTLAND|1acb73b9-c351-4201-be0e-43193d1790d2|shorter-nursing
-38.3461667|141.6041667|86 Percy St Portland |cfd62a2c-e89b-4702-9526-1fa586247059|deed-glory
-38.35065|141.60642|36 Bentinck St Portland |f9bf45b1-bff5-4330-9d1c-83c6e3b8b53a|cornstalk-fifty
-32.58488|115.65987|651 Old Coast Rd Falcon |259fc386-f17c-44cf-898a-95daf2d5f91e|acronym-endpoint
-31.27404|149.27777|71 John St Coonabarabran |82b4bb8c-09fa-4bcc-8f9d-9aedb11487ff|landlady-chaste
-31.2755|149.27852|37 JOHN ST, COONABARABRAN , NSW 2357|cce10c17-e630-46f2-9408-6d93322c2527|confetti-unseen
-36.99597|144.06802|95 High St Maldon |fdd6f331-627e-4235-8dcf-8834a8748f8f|powdering-sled
-36.80659|144.35862|953 WELLINGTON OS BP SERVICE STN STRATHFIELDSAYE|aedc9c21-7bcf-48e3-b3db-11f76940f69d|kept-diminish
-36.31338|145.04518|127 ALLAN ST, KYABRAM , VIC 3620|4c67f605-ee2d-45d9-91e4-47869dd17da1|undermost-cubical
-36.31349|145.04569|133 ALLAN O/S POST OFFICE KYABRAM|84274567-a2e8-45b9-aee0-b43990145907|thirsty-android
-33.36004|116.1542|1284 : 88 THROSSELL ST COLLIE WA 6225 AU|6225d86f-68ec-4868-a920-578609e56c6e|roaming-whoopee
-32.634279|115.638522|NR OLD COAST RD DAWESVILLE|651ade31-ca68-4783-8c8a-558e45a6fda0|cone-stomp
-33.135153|148.174121|290 Clarinda St Parkes |3acf48d5-e82e-498c-b613-8c3c31a9e411|gallows-pry
-33.13738|148.17461|350 CLARINDA NR BUSHMAN ST PARKES|3f5cb78a-568c-4c5a-8ae7-673419ce6f34|exclusive-briar
-30.32073|149.78017|199 Maitland St Narrabri |dad94d96-bf9c-4f98-a57a-22fe4448fd62|sinless-identity
-33.13744|148.17462|NR WELCOME ST PARKES|741f86f9-6e59-4253-8c33-8466551eefaa|capped-trustless
-33.13693|148.17505|25 CHURCH NR CLARINDA ST PARKES|81acb7db-36da-4c0c-bc22-e151d92e0432|overload-destitute
-33.1370278|148.1753611|299 Clarinda St Parkes |5eba302c-ebd6-4207-8121-37d26a82622f|unbalance-remorse
-33.14124|148.17227|1 GRENFELL ST,PARKES NSW 2870 AU|a54f25a0-913b-4427-a442-cbde425f20df|dehydrate-prude
-30.32504|149.78307|O/S POST OFFICE NARRABRI|eb96d8aa-315e-417a-89f2-e9bd0af41a49|regulate-stylishly
-30.3263|149.78382|102 MAITLAND ST, NARRABRI , NSW 2390|5a8b31b3-9a0d-43c4-aab5-137d9b4d4663|aids-spellbind
-33.383775|148.007349|NR TEMPLAR ST FORBES|3229a290-b1ff-4dc7-8771-694085128f52|landscape-chapped
-33.38043|148.01084|838 - Forbes - 15 DOWLING ST FORBES AU NSW 2871|6c3f744a-5850-482f-bbb3-fe76a7ba2a1e|evident-bouncy
-33.3836667|148.0095|72 Lachlan St Forbes |99fe176c-dfbc-4b84-b51d-d51ec20204ad|dropper-nugget
-36.787502|144.503483|47 High St Axedale|128ab0e2-627f-4c11-a879-53e383304d5b|routing-gluten
-33.079923|115.893439|102 UDUC NR YOUNG ST HARVEY|872586a8-96d8-40ed-82f9-8787b4747f85|haunt-subarctic
-35.063086|148.102115|249 SHERIDAN ST OS TOURIST INFO GUNDAGAI|6c93e93d-66c7-4ea9-8792-ed8100da0529|tidbit-antitoxic
-36.0891|145.44208|20 MELVILLE ST, NUMURKAH , VIC 3636|18b5a293-f73a-4f41-8e90-519d02653969|ripple-wilt
-35.92146|145.64773|15A MAIN ST, COBRAM , VIC 3644|052ef447-9814-4bc8-976a-43b0ec5fe2cb|reclusive-unspoiled
-35.92122|145.6489|21 - 23 MAIN ST COBRAM VIC 3644 AU|b8edc8fe-30fa-460d-98d9-b9fea611341e|premiere-elusive
-37.2947|143.78607|100 Talbot RD Clunes|b5db174f-e434-4859-a812-beff1a179574|kabob-scoop
-37.0654167|144.2164722|167 Barker St Castlemaine |29a78353-9ce5-407f-acbd-95a88aa5def0|harmful-parasail
-37.06469|144.21763|33 LYTTLETON NR POST OFFICE CASTLEMAINE|36a577a7-7b30-4ec2-bf49-9377e41e609c|carnival-neuter
-37.06576|144.2184|73 Mostyn St, Castlemaine |86ea6306-3b0e-4048-b489-4cb5581ef788|banana-flier
-34.79319|147.038938|95 FORD O/S POST OFFICE GANMAIN|9c40380d-de67-4ad5-b67f-d75774173cb8|mowing-crouton
-36.3491201|145.343815|69A Wren St Toolamba |c1ae35eb-c3c2-4329-9085-49fde3d7e0bd|gangway-civil
-36.440474|145.227539|4 Francis St Tatura |8846cff6-7d09-4b8d-b035-3ed6777f25d3|exodus-likeness
-36.440893|145.231804|Tatura Skate Park Flanagan Place Tatura |e9bef283-d659-483d-aed1-3192529cb575|conclude-unrated
-36.4441|145.2333|9 - 19 Hastie St Tatura |e58d04cb-55c9-48b0-8414-606d2c848da8|carefully-grumbling
-36.4441|145.2339|9 - 19 Hastie St Tatura |2c63f329-b960-4a8f-8c2c-bdb35093469b|uninvited-deviate
-36.4442|145.2341|9 - 19 Hastie St Tatura |5bece3ba-f651-4a2b-a6f0-5df493e5f063|shrouded-observer
-23.9842|151.21178|DOMAIN PARKLANDS 1906 DAWSON HWY CALLIOPE QLD 4680 AU|66a305d6-c0b4-45d8-8b1f-c982d37d6d0d|sage-traitor
-36.352166|145.394494|Telstra Air Hotspot|a9ad3ac9-ed5a-4195-988a-67edfd42b9de|overboard-subsystem
-36.352431|145.394495|Telstra Air Hotspot|81e98b68-ae7f-4db4-a20f-a68dbc5fcf72|mooing-ending
-36.355284|145.392733|Telstra Air Hotspot|a6c9b0d3-6cc1-444f-9a23-154f0ee8cb6e|laptop-proactive
-36.354982|145.391968|Telstra Air Hotspot|5e721b50-f771-4744-a6ad-820f1ff7c897|stable-pectin
-36.354712|145.394535|Telstra Air Hotspot|19f24672-d793-4e98-b61b-fdbcdba0920b|preppy-hybrid
-36.355333|145.394539|Telstra Air Hotspot|f0fa058e-f9fa-4cb9-be96-a66bc61c67df|utopia-discover
-36.355039|145.394522|Telstra Air Hotspot|80b47e97-2c4d-476b-a4da-3cb170560c71|unfocused-resisting
-23.87453|151.23508|15 Shaw St New Auckland |7b3c2c4a-8a61-48db-ae9a-a531e84595c4|gilled-neuter
-36.355571|145.396911|Telstra Air Hotspot|a73ac44b-4454-4eee-a018-d0e15bc96b8e|rockband-wielder
-36.356468|145.398159|Telstra Air Hotspot|91312b5a-4186-4e6d-bab8-839f9f5af928|confusing-ferment
-36.356621|145.398161|Telstra Air Hotspot|2dbbfc22-f76c-4df7-9e91-9ad38dc9b339|maturing-employee
-36.35662|145.398389|Telstra Air Hotspot|b16a87c5-505d-4c85-933f-04d7297ce33f|expulsion-print
-36.355114|145.400653|Telstra Air Hotspot|152809d6-b8f7-4eea-9d64-454bc917904c|regally-untracked
-36.355704|145.400327|Telstra Air Hotspot|67dcaf4e-dd1b-48a2-a48f-cad0a171bbba|certainly-smokeless
-36.35555|145.400729|Telstra Air Hotspot|d67e692d-e02e-42ce-a0a5-6b709378b831|kleenex-disclose
-36.355709|145.400615|Telstra Air Hotspot|6f8a7402-75e7-4b3b-9301-8bcc1674a1ab|unframed-partition
-36.355503|145.400653|Telstra Air Hotspot|647f796d-a35d-4592-b161-88890131391b|cataract-gutless
-36.35478|145.40271|169 - 175 NUMURKAH RD SHEPPARTON VIC 3630 AU|f2fd4004-0ead-421f-8f4f-94cafa296dbc|overtone-freefall
-23.87045|151.23996|MCDONALDS RESTAURANT 91 DAWSON HWY Gladstone QLD 4680 AU|c6479662-e281-461e-a074-66c63d087024|amusement-rerun
-36.395075|145.353862|Telstra Air Hotspot|71dad643-ca68-4e7e-84b1-e4ce2514ad1c|theatrics-clerical
-36.39456|145.35812|128 McClennan  O/S POST OFFICE MOOROOPNA|aa09f27a-ab3c-45c7-b7f5-8963c6b0c2d2|stem-whooping
-23.8963|151.24543|KIRKWOOD SHOPPING CENTRE BG 1 KIRKWOOD KIRKWOOD RD QLD 4680|b6cce2e2-a16b-434e-80e0-a071a4362be6|recess-unspoiled
-36.39289|145.36426|12 MCLENNAN ST MOOROOPNA VIC AU 3629|514039ce-7d5d-493f-8817-5eb90457fa84|pregnancy-gumming
-36.36305|145.40235|67 Numurkah Rd Shepparton |1a71c80e-cef2-46d3-accc-612df44440bf|icon-pentagram
-23.854465|151.249273|45 DAWSON NEAR TOYLAND WEST GLADSTONE|0b588b04-978d-45b4-b66e-1649df910daf|dyslexic-aside
-36.385721|145.38108|Telstra Air Hotspot|61d68bd4-2412-4b0b-99ca-ecfc611719ec|derby-griminess
-36.385418|145.380062|Telstra Air Hotspot|936a1c7d-3e21-45b0-b8ad-3690f2533d46|overreach-subway
-36.38534|145.380288|Telstra Air Hotspot|3ba22661-80c1-4d4c-b340-317576db8434|amaretto-enlarging
-23.84288|151.25266|39 GLENLYON ST GLADSTONE CENTRAL QLD 4680 AU|cf1e5541-649e-4308-8a34-963683c89513|volatile-pummel
-23.84737|151.25348|7 Dawson St Gladstone Central |4e3b9a76-dfff-41c9-8c97-4ae4897a6932|expansive-broiling
-36.36914|145.40894|24 Dunkirk Ave Shepparton |e813f2cb-223b-48d7-b541-e745d0461ea2|champion-endorse
-23.840627|151.254018|35 GOONDOON GLADSTONE EXCHANGE GLADSTONE CENTRAL|9f290529-541b-470c-9e98-75685f892a57|kudos-shakily
-36.37671|145.39977|33-35 Nixon Street Shepparton VIC 3630Australia|5ddbcb0b-9d52-4371-8ca2-0a71e0d2f30a|heroism-dash
-36.37699|145.39979|36 Nixon St Shepparton |86643a84-a8c2-41bf-8930-7140a644cf63|tipped-arousal
-23.84224|151.25492|81 GOONDOON ST, GLADSTONE CENTRAL, QLD 4680|e9f70d12-f3e4-4528-b725-bc40cff1cba9|demeaning-wronged
-23.842134|151.255032|0749724268-07497205X2-99 GOONDOON NEAR WILLIAM ST GLADSTONE CENTRAL|f35f0a06-f807-48a1-9b91-11384f30a231|corned-financial
-36.37881068267809|145.39885349120595|1 FRYER NR WELSFORD ST|35540205-a698-44ab-a963-9d481b477601|affected-snippet
-36.37969|145.39784|Telstra Air Hotspot|99ad1381-6e9e-4b94-9bf9-7cb5e074b253|famished-plywood
-36.379704|145.397825|Telstra Air Hotspot|dbe3d215-3192-4de5-b939-7bc1d88d7052|slick-untying
-23.851195|151.255644|65 TANK WEST GLADSTONE|8df5adf4-18b7-4c07-83fa-cc95758e65d5|cesarean-habitable
-23.842717|151.255644|100 GOONDOON CITY CENTRE PLAZA GLADSTONE CENTRAL|bba3a652-46b9-4f2d-b0ae-d4223bef47db|panorama-dipper
-36.37915|145.39941|274 Wyndham Street, Shepparton, Victoria 3630|673d588c-920a-4176-9dbd-bf03f5556708|headscarf-resilient
-36.3789|145.40041|51 Fryers StShepparton VIC 3630Australia|61097cd3-8635-46e1-977c-5bd57451a38b|gear-puzzle
-23.84466|151.25681|144 GOONDOON GLADSTONE ART GAL* GLADSTONE CENTRAL|5673fcaf-a88b-4d8b-b6c6-12cde3bfb1a2|bogged-fretful
-36.38025|145.39989|1 FRASER O/S POST OFFICE SHEPPARTON|7711a960-0735-4d4a-8e95-895efd798274|curvature-expel
-36.37952|145.40115|183 MAUDE NTH END OF MALL|7b0501fa-5d6d-4055-901e-f2082d54186f|reformat-sample
-36.3791|145.40215|99 Fryers Street,Shepparton, Victoria|eafe0ba2-47af-4b53-978d-fc5c668b0190|backlands-postwar
-36.38097|145.39996|39 HIGH ST, SHEPPARTON , VIC 3630|ff5fea75-fbaf-4fa6-88fe-fa059148953a|hardship-parakeet
-36.38004|145.4014|201 Maude Street Shepparton, Victoria|8175ac6c-5ed1-4374-b332-104d6af78bc2|predict-sandy
-36.38128349985194|145.39990969340226|48 High St Shepparton |8b837b8b-37e3-4b48-9f5b-34d1414680f1|catwalk-enamel
-38.377068|142.2432355|148 GRIFFITHS NR BOURNE ST SHOP|7fd39dd2-01b0-4969-a249-927e573ae4a1|boaster-senate
-36.37932770725297|145.40275853873504|119 Fryers St Shepparton |65a2c7d3-ed25-4f56-8d70-e377bf8daec1|skiing-retainer
-36.38104986100098|145.40078104069462|236 MAUDE MAUDE ST MALL STH|beb0fa6b-ad9f-466a-abdb-87500fc65df0|destruct-grunge
-36.376358|145.407235|Telstra Air Hotspot|3aa5ac8b-ad73-45c2-9b55-04af8d2413c0|overprice-fountain
-36.376218|145.407564|135-145 Nixon St Shepparton |5044d734-f6f4-4954-a16b-c17564ec6ba7|mumbling-crusher
-36.38154|145.40107|82 High StShepparton VIC 3630Australia|b8d2688c-b39d-4b29-9177-06691cd2ff81|garbage-purity
-36.38209400846494|145.4005007299137|268 Maude St Shepparton |8e29291d-a22c-4caa-8ecc-95804ba2ee3f|partake-garland
-23.848185|151.259162|190 Goondoon St Gladstone |eb70eae8-ad03-45a9-b114-c5cffeab4bfd|object-rickety
-36.38146|145.40256|119 High Street,Shepparton  VIC 3630|d8c4f9c5-ff0f-4822-87d9-772fa63e6f2c|gong-confirm
-36.385962|145.397072|Telstra Air Hotspot|6e7246e4-56fe-453b-a7d6-808b8b6f76cb|stride-manual
-36.3832243493221|145.40047538318504|23 Vaughan St Shepparton |2fd759c6-d24f-4f79-a954-d48b0864bb3d|snowfall-juncture
-36.385962|145.397072|Telstra Air Hotspot|420ba4b6-a468-4f85-bdb9-7eb6048f7273|lurch-harmony
-36.38382532309552|145.3998284443873|25 Vaughan St Shepparton |643073a4-b1be-4988-a3b9-cbc11d6342cd|unstopped-polyester
-36.376559|145.408622|Telstra Air Hotspot|aaf05d7a-f72b-493c-b7de-81229218c353|sludge-balmy
-36.38144|145.40376|183 CORIO NR HIGH ST SHEPPARTON|0eab205e-b782-4de8-9ddb-bce8202796b0|scrambler-unclad
-38.38342|142.23713|73 Sackville St Port Fairy|bc05a860-9acf-434a-8ab9-587a53aacb8a|panic-frigidity
-36.3839|145.40207|34 Vaughan street,Shepparton  VIC 3630|5fb6d838-5494-4203-8462-3f97940b3fdf|antacid-starry
-36.3877739|145.3979557|495 WYNDHAM LAKE VICTORIA PKLD|02baeec4-ba68-4b17-bee9-8755a0bc1f16|lyricism-quote
-36.381577|145.409051|Telstra Air Hotspot|693fb656-4f4b-42e2-801c-fa040bd71bae|repayment-valuables
-36.381759|145.409075|Telstra Air Hotspot|dfece926-3a11-4a83-a053-01ac22f95270|purgatory-sprig
-23.85614|151.26908|111 TOOLOOA SHOPS SOUTH GLADSTONE|d3bf634a-531a-44ff-9e5b-5a4caaf63d3e|luckless-dropbox
-36.3995|145.39503|624 WYNDHAM ST, SHEPPARTON, VIC 3630 AU|5cac498b-471f-4c22-aa52-a5b3cbe12a4c|unplanned-ruby
-23.86509|151.27105|6 Roberts St South Gladstone |a51cd28d-13a3-481b-a92d-c056f58ba7dd|triumph-aware
-23.84981|151.27462|2 Friend St Barney Point |2a4c73b0-b768-4e0a-8be8-076d46331cf8|scanner-maternal
-36.39435|145.41034|118 Macintosh St Shepparton |296f0a53-8ae1-4dcf-b323-18394c75f0fb|rename-suspend
-36.38808|145.42397|110 BENALLA RD, SHEPPARTON , VIC 3630|2f8d48c7-2f22-4b01-aca5-3d3c780ee3d4|trickle-conclude
-33.28253|115.74377|61 CONSTELLATION DR AUSTRALIND WA 6233|2f92c684-aad7-4d3d-999d-9f67155a6d7b|flashing-pranker
-37.54463|143.78612|1 COLTMAN PLZA LUCAS VIC AU 3350|060c9165-80ad-48f5-bbc9-347ebcab095f|enlarging-jinx
-37.68621|143.56324|39 Sussex St Linton |2afe2f31-fa0f-4486-8e47-af599e2a3e1e|professor-hardening
-37.522893|143.842373|515 Dowling St Wendouree 3355|6519731f-7885-4ce9-9dc0-9086d2917376|patchwork-shaky
-37.535149|143.824771|0 Park St Wendourie |a9dd211b-e021-46dd-a945-12f48d819e1f|hurried-debunk
-32.5517222|148.9415556|7 Nanima Cres Wellington |2d43fe55-06cb-4293-9018-da7f6b4146b4|goofy-reattach
-37.5403611|143.8280278|1225 Howitt St Wendouree |709865d2-c50c-49da-af24-d67d57122cb3|curler-tank
-37.54012|143.82941|1 HOWITT O/S SHOPPING CENTR WENDOUREE|0b6b93a7-9d9e-454f-87fe-29ffb90ace0f|anthill-explode
-37.34185|144.14239|36 VINCENT ST, DAYLESFORD , VIC 3460|a21ad296-88d6-4819-976a-67bd2b7b6890|wildcard-constable
-37.54072|143.83148|112 FOREST ST WENDOUREE VIC 3355 AU|53656cdd-cc14-4ff9-b70b-851dcdab1adc|flavoring-account
-37.3405|144.14606|3 Camp St DAYLESFORD|8ad91af4-91ef-43ee-b5a3-66e5e36549b2|speckled-vehicular
-37.34399|144.1422|86 VINCENT POST OFFICE DAYLESFORD|78fb3e23-6e28-411e-9d94-deb19ed9321b|mankind-skimpily
-32.55556|148.94539|98 ARTHUR ST,WELLINGTON AU NSW 2820|655087e4-7cd1-4465-ab87-0f9646e0ab71|jolliness-powdered
-34.44109|147.53067|1535 : 76 HOSKINS ST, TEMORA, NSW 2666 AU|9bc12227-5fd4-4e68-a20e-cea8140f5cb5|snooze-overrate
-37.64576|143.68357|20 BROOKE ST POST OFFICE, SMYTHESDALE|a54c39a5-6f56-459d-a710-6e2465a0b7b0|seizing-hankie
-34.447518|147.534221|O/S POST OFFICE TEMORA|fb0903c6-38a4-42da-b484-264e168068fb|retry-garbage
-34.44798|147.53468|183 HOSKINS ST, TEMORA, NSW 2666|85572781-488d-4305-aed2-ff04c37be2ac|obsessed-extent
-37.54182|143.85899|920 DOVETON|aaf1f9ca-096f-4b17-a345-c9a876cee596|swimmable-computer
-37.66856|143.65471|1 Glenelg Hwy Scarsdale|0878fe22-4995-4e37-ab47-6602dc78b40d|rescuer-viewable
-33.318356|115.71669|41 Eaton Dr Eaton |37c702d0-d8b2-4220-9b4e-ea378ea30c01|python-exemplify
-33.31927|115.7156|2 Recreation Dr Eaton |0ed40a2e-b750-4ec0-98f8-b1b79775d1d7|plating-drowsily
-33.32068|115.71513|Eaton 7 ALBATROSS CRES EATON WA 6232 AU|680cc08f-98f8-4d1d-9557-ff5e62bfac9d|unshaken-deluxe
-37.59007|143.79799|316 GLENELG HWY,DELACOMBEAustraliaVIC3356|0e5794c3-29d3-4962-89d0-91162ebe901d|turtle-baked
-37.56125|143.8462222|925 Sturt St Ballarat Central |60b37e5b-aa58-4e00-a882-a5879ff1f6ac|directory-mortician
-37.56112|143.84748|2 DRUMMOND NR STURT ST BALLARAT CENTRAL|f5b74bd0-818d-413c-83f7-19b0ed2869cf|ocelot-swept
-36.6158|145.216574|2 Stevenson St Murchison |e4865cdc-3bf3-43cc-881f-0c4a04c89ecd|zipfile-reformat
-37.56119|143.84804|815 - 819 STURT ST BALLARAT CENTRAL VIC 3350 AU|38ead655-09af-4298-a718-8cdf13ea1b03|sugar-catty
-36.616387|145.217871|6-38 Stevenson St Murchison |cf3622f4-2179-4477-9ac9-a18ea68a4e77|enlarging-variety
-37.56215|143.85438|2 DOVETON CR STURT ST BALLARAT CENTRAL|9382e893-65d8-4d63-83d3-f56d9c5ed061|puma-unfeeling
-37.56188|143.85824|106 Sturt St Ballarat Central |9cba6c49-c733-436b-b124-7403e8868acc|broadside-drank
-37.56232721473057|143.85797600709463|1 Lydiard St North Ballarat |6f81400c-f848-4ae3-910d-80b1a9cc037b|impeach-decibel
-37.56234|143.85979|27 STURT NR ALBERT ST BALLARAT CENTRAL|08408acb-34f9-4ff5-8c59-dfc91bf17ad6|shaded-confused
-37.56269|143.86223|35 BRIDGE OS FOSSEYS|5e25677f-4e3e-4239-bd15-52cc6213c91f|dash-theorize
-37.56285|143.86357|2 PEEL NR BRIDGE MALL|b310a5ed-fdef-4a90-a8e6-6e26b06c043f|ashes-facility
-37.562909|143.863617|90 Peel St Ballarat |aaedbee5-2abd-47ec-bb55-f2d55ca4411e|yin-condiment
-37.56744|143.85851|40 Grant St Ballarat Central |3517d49d-24a8-4e0a-b882-91f3b0fe1e73|fineness-postcard
-37.56273|143.86676|17 VICTORIA ST BAKERY HILL AU VIC 3350|1a7a4475-d87e-4426-8715-2674c760e547|snuggle-overture
-37.58271|143.8407|10 ALBERT NR RUBICON ST SEBASTOPOL|ac96a37b-579f-4dee-8d35-3bd9e95131ce|distance-undermost
-23.9476|151.3544|4 Centenary Dr Boyne Island |c5db17f3-e571-4757-bab9-c805a7ee34f1|itinerary-tattling
-37.59303|143.84072|ROOM COMMS G BUILDING 1 32 ALBERT ST SEBASTOPOL VIC 3356 AU|23d01ca3-7b30-4baf-82de-e163bc2b6943|guts-overheat
-36.00819|146.00428|2 Irvine St  YARRAWONGA|e91f2264-6a70-4d3f-b62e-1b7b3c7636e3|scorecard-alive
-36.01118|146.0048|56 BELMORE ST, YARRAWONGA , VIC 3730|9fe1ade9-f07c-42e2-95bb-af30bf282df3|curling-vision
-37.59835|143.84096|200 ALBERT ST NR VICTORIA ST, SEBASTOPOL|393a3762-60ac-4f4a-9797-3d3cbb046d95|qualifier-stardom
-37.582201|143.86901|501 GEELONG NR LAL LAL ST|f274034a-7bd3-4782-9ed6-20430194b606|luminous-sinuous
-37.59981|143.84102|210 ALBERT ST , SEBASTOPOL|9a85eb7c-3ab7-4b2f-a875-6f6ce1ff0566|unsold-calzone
-36.01804|146.00427|53-55 TELFORD ST YARRAWONGA VIC 3730|a7eb0d82-2037-4ef5-a112-a3c736f96d87|purse-overcook
-38.38025|142.47391|35 RYOT ST OS BASE HOSPITAL, WARRNAMBOOL|6eef6bcb-2de6-44ce-82c0-e2ea186e777c|pentagon-gondola
-38.37841|142.47878|74 HENNA OPP CARAVAN PARK|c8f9db53-cfaa-4994-ad88-065bad08d511|onyx-deliverer
-38.36868|142.49821|10693 PRINCES HWY	WARRNAMBOOL	VIC	3280AU|fe46a1cf-230b-4550-875c-e4d64cbc4b2e|grove-copy
-38.38508|142.47616|209 MERRI WARRNAMBOOL|d1493e13-b1bc-4e7e-bd0b-063c21b1c82d|surcharge-affix
-38.38084|142.48523|569 RAGLAN PDE WARRNAMBOOL VIC 3280 AU|8e010f34-fbe1-4f0a-8d90-ce1fe19782f6|crux-versus
-38.382984|142.482018|173 Koroit St Warrnambool |b59dc71d-51df-4ab0-a5a5-c2767dd764b5|pupil-heroics
-38.38184|142.48464|121 LAVA NR LIEBIG ST|fa48978a-4f3a-4b6b-8197-2f70b9c1f542|upcoming-dreamland
